,Patch Name,Inferred from projects,occurrence
3146,ExpressionStatement#4#29,spring-data-redis,1
3147,ExpressionStatement#4#30,camel,21
3148,ExpressionStatement#4#31,spring-hadoop,2
3149,ExpressionStatement#4#31,wildfly,4
3150,ExpressionStatement#4#31,spring-security,1
3151,ExpressionStatement#4#31,wildfly-elytron,1
3152,ExpressionStatement#4#31,camel,1
3153,ExpressionStatement#4#32,spring-amqp,5
3154,ExpressionStatement#4#32,hive,3
3155,ExpressionStatement#4#33,camel,1
3156,ExpressionStatement#4#33,wildfly,1
3157,ExpressionStatement#4#33,commons-collections,4
3158,ExpressionStatement#4#33,wildfly-core,1
3159,ExpressionStatement#4#34,camel,5
3160,ExpressionStatement#4#34,wildfly-swarm,1
3161,ExpressionStatement#4#35,wildfly-elytron,2
3162,ExpressionStatement#4#35,spring-security,3
3163,ExpressionStatement#4#35,camel,7
3164,ExpressionStatement#4#35,spring-amqp,1
3165,ExpressionStatement#4#35,wildfly,3
3166,ExpressionStatement#4#36,commons-collections,4
3167,ExpressionStatement#4#36,spring-security,1
3168,ExpressionStatement#4#37,camel,3
3169,ExpressionStatement#4#37,spring-security,2
3170,ExpressionStatement#4#37,fuse,1
3171,ExpressionStatement#4#38,camel,1
3172,ExpressionStatement#4#38,commons-collections,1
3173,ExpressionStatement#4#38,spring-data-mongodb,1
3174,ExpressionStatement#4#39,spring-security,3
3175,ExpressionStatement#4#39,wildfly,1
3176,ExpressionStatement#4#39,spring-shell,1
3177,ExpressionStatement#4#39,camel,1
3178,ExpressionStatement#4#40,camel,2
3179,ExpressionStatement#4#40,wildfly,6
3180,ExpressionStatement#4#40,spring-roo,1
3181,ExpressionStatement#4#40,wildfly-core,4
3182,ExpressionStatement#4#40,hive,2
3183,ExpressionStatement#4#41,camel,5
3184,ExpressionStatement#4#42,camel,6
3185,ExpressionStatement#4#43,wildfly,2
3186,ExpressionStatement#4#43,wildfly-core,2
3187,ExpressionStatement#4#44,wildfly,1
3188,ExpressionStatement#4#44,wildfly-core,1
3189,ExpressionStatement#4#45,spring-amqp,1
3190,ExpressionStatement#4#45,spring-security,1
3191,ExpressionStatement#4#45,spring-hadoop,1
3192,ExpressionStatement#4#45,camel,1
3193,ExpressionStatement#4#46,spring-batch,2
3194,ExpressionStatement#4#47,wildfly-core,4
3195,ExpressionStatement#4#47,wildfly,2
3196,ExpressionStatement#4#48,fuse,1
3197,ExpressionStatement#4#48,camel,5
3198,ExpressionStatement#4#48,wildfly,2
3199,ExpressionStatement#4#48,spring-security-oauth,1
3200,ExpressionStatement#4#49,camel,4
3201,ExpressionStatement#4#50,camel,7
3202,ExpressionStatement#4#50,wildfly,1
3203,ExpressionStatement#4#51,wildfly,2
3204,ExpressionStatement#4#51,camel,3
3205,ExpressionStatement#4#51,spring-data-gemfire,1
3206,ExpressionStatement#4#52,camel,1
3207,ExpressionStatement#4#52,fuse,1
3208,ExpressionStatement#4#53,commons-collections,7
3209,ExpressionStatement#4#54,camel,1
3210,ExpressionStatement#4#54,spring-security,1
3211,ExpressionStatement#4#55,wildfly-core,1
3212,ExpressionStatement#4#55,camel,2
3213,ExpressionStatement#4#55,wildfly,1
3214,ExpressionStatement#4#55,spring-security-oauth,1
3215,ExpressionStatement#4#56,spring-data-neo4j,1
3216,ExpressionStatement#4#56,camel,1
3217,ExpressionStatement#4#57,camel,1
3218,ExpressionStatement#4#57,spring-webflow,1
3219,ExpressionStatement#4#58,camel,2
3220,ExpressionStatement#4#58,spring-security-oauth,1
3221,ExpressionStatement#4#59,wildfly,1
3222,ExpressionStatement#4#59,wildfly-core,1
3223,ExpressionStatement#4#60,camel,2
3224,ExpressionStatement#4#60,hive,1
3225,ExpressionStatement#4#61,spring-data-mongodb,2
3226,ExpressionStatement#4#61,wildfly,2
3227,ExpressionStatement#4#62,camel,2
3228,ExpressionStatement#4#63,wildfly,5
3229,ExpressionStatement#4#64,spring-data-commons,1
3230,ExpressionStatement#4#64,camel,2
3231,ExpressionStatement#4#65,camel,1
3232,ExpressionStatement#4#65,spring-security,2
3233,ExpressionStatement#4#66,camel,1
3234,ExpressionStatement#4#66,wildfly,2
3235,ExpressionStatement#4#66,wildfly-core,1
3236,ExpressionStatement#4#67,spring-data-redis,2
3237,ExpressionStatement#4#67,camel,1
3238,ExpressionStatement#4#68,commons-csv,2
3239,ExpressionStatement#4#69,spring-security,3
3240,ExpressionStatement#4#70,spring-security,2
3241,ExpressionStatement#4#71,wildfly,1
3242,ExpressionStatement#4#71,spring-amqp,1
3243,ExpressionStatement#4#71,spring-data-neo4j,1
3244,ExpressionStatement#4#72,camel,2
3245,ExpressionStatement#4#73,fuse,1
3246,ExpressionStatement#4#73,hive,1
3247,ExpressionStatement#4#73,wildfly,1
3248,ExpressionStatement#4#73,camel,1
3249,ExpressionStatement#4#74,wildfly,2
3250,ExpressionStatement#4#74,camel,1
3251,ExpressionStatement#4#75,camel,2
3252,ExpressionStatement#4#75,spring-security,2
3253,ExpressionStatement#4#76,spring-amqp,2
3254,ExpressionStatement#4#77,spring-security,2
3255,ExpressionStatement#4#78,spring-data-mongodb,1
3256,ExpressionStatement#4#78,camel,2
3257,ExpressionStatement#4#79,camel,1
3258,ExpressionStatement#4#79,fuse,1
3259,ExpressionStatement#4#80,wildfly-core,1
3260,ExpressionStatement#4#80,wildfly,1
3261,ExpressionStatement#4#81,wildfly,1
3262,ExpressionStatement#4#81,camel,1
3263,ExpressionStatement#4#82,camel,2
3264,ExpressionStatement#4#83,wildfly,2
3265,ExpressionStatement#4#84,camel,2
3266,ExpressionStatement#4#85,camel,2
3267,ExpressionStatement#3#0,camel,154
3268,ExpressionStatement#3#0,wildfly,7
3269,ExpressionStatement#3#0,spring-security,7
3270,ExpressionStatement#3#0,spring-data-gemfire,1
3271,ExpressionStatement#3#1,wildfly-elytron,2
3272,ExpressionStatement#3#1,camel,208
3273,ExpressionStatement#3#1,fuse,12
3274,ExpressionStatement#3#1,wildfly-swarm,1
3275,ExpressionStatement#3#1,wildfly,76
3276,ExpressionStatement#3#1,spring-batch,13
3277,ExpressionStatement#3#1,wildfly-core,38
3278,ExpressionStatement#3#1,spring-webflow,4
3279,ExpressionStatement#3#1,spring-amqp,5
3280,ExpressionStatement#3#1,spring-data-redis,13
3281,ExpressionStatement#3#1,spring-data-jpa,4
3282,ExpressionStatement#3#1,commons-compress,4
3283,ExpressionStatement#3#1,spring-security,9
3284,ExpressionStatement#3#1,hive,6
3285,ExpressionStatement#3#1,spring-data-rest,3
3286,ExpressionStatement#3#1,spring-social-linkedin,2
3287,ExpressionStatement#3#1,spring-social,1
3288,ExpressionStatement#3#1,spring-data-neo4j,5
3289,ExpressionStatement#3#1,spring-data-commons,2
3290,ExpressionStatement#3#1,spring-ldap,1
3291,ExpressionStatement#3#1,wildfly-arquillian,2
3292,ExpressionStatement#3#1,spring-security-oauth,1
3293,ExpressionStatement#3#1,spring-data-mongodb,3
3294,ExpressionStatement#3#1,commons-io,1
3295,ExpressionStatement#3#1,spring-ws,1
3296,ExpressionStatement#3#1,spring-roo,2
3297,ExpressionStatement#3#1,spring-data-gemfire,1
3298,ExpressionStatement#3#2,camel,12
3299,ExpressionStatement#3#3,camel,12
3300,ExpressionStatement#3#4,wildfly,5
3301,ExpressionStatement#3#5,camel,6
3302,ExpressionStatement#3#5,wildfly,3
3303,ExpressionStatement#3#5,wildfly-core,1
3304,ExpressionStatement#3#5,hive,2
3305,ExpressionStatement#3#5,spring-data-gemfire,1
3306,ExpressionStatement#3#6,spring-security,6
3307,ExpressionStatement#3#6,wildfly-elytron,1
3308,ExpressionStatement#3#6,commons-collections,1
3309,ExpressionStatement#3#7,camel,5
3310,ExpressionStatement#3#7,fuse,2
3311,ExpressionStatement#3#8,hive,1
3312,ExpressionStatement#3#8,camel,3
3313,ExpressionStatement#3#8,spring-security,1
3314,ExpressionStatement#3#8,wildfly-swarm,1
3315,ExpressionStatement#3#8,commons-collections,1
3316,ExpressionStatement#3#9,camel,2
3317,ExpressionStatement#3#9,fuse,1
3318,ExpressionStatement#3#10,commons-collections,2
3319,ExpressionStatement#3#11,camel,2
3320,ExpressionStatement#3#12,wildfly,1
3321,ExpressionStatement#3#12,wildfly-arquillian,1
3322,ExpressionStatement#3#13,camel,2
3323,ExpressionStatement#5#0,camel,59
3324,ExpressionStatement#5#0,wildfly,7
3325,ExpressionStatement#5#0,commons-collections,2
3326,ExpressionStatement#5#0,wildfly-core,4
3327,ExpressionStatement#5#1,camel,18
3328,ExpressionStatement#5#2,camel,59
3329,ExpressionStatement#5#2,spring-security-oauth,1
3330,ExpressionStatement#5#2,spring-amqp,3
3331,ExpressionStatement#5#2,spring-data-redis,4
3332,ExpressionStatement#5#2,fuse,2
3333,ExpressionStatement#5#2,wildfly,3
3334,ExpressionStatement#5#2,spring-data-mongodb,1
3335,ExpressionStatement#5#2,spring-batch,1
3336,ExpressionStatement#5#3,wildfly-core,5
3337,ExpressionStatement#5#3,wildfly,12
3338,ExpressionStatement#5#3,camel,18
3339,ExpressionStatement#5#3,wildfly-swarm,1
3340,ExpressionStatement#5#3,fuse,4
3341,ExpressionStatement#5#3,spring-webflow,1
3342,ExpressionStatement#5#3,hive,1
3343,ExpressionStatement#5#3,spring-batch,2
3344,ExpressionStatement#5#3,spring-security,3
3345,ExpressionStatement#5#3,wildfly-arquillian,1
3346,ExpressionStatement#5#3,spring-data-mongodb,2
3347,ExpressionStatement#5#3,commons-collections,1
3348,ExpressionStatement#5#3,spring-roo,1
3349,ExpressionStatement#5#3,spring-shell,1
3350,ExpressionStatement#5#3,spring-data-commons,2
3351,ExpressionStatement#5#3,commons-configuration,1
3352,ExpressionStatement#5#4,spring-batch,1
3353,ExpressionStatement#5#4,camel,65
3354,ExpressionStatement#5#4,spring-security,4
3355,ExpressionStatement#5#4,fuse,1
3356,ExpressionStatement#5#4,wildfly,20
3357,ExpressionStatement#5#4,commons-codec,2
3358,ExpressionStatement#5#4,wildfly-core,10
3359,ExpressionStatement#5#4,spring-data-mongodb,4
3360,ExpressionStatement#5#4,commons-collections,3
3361,ExpressionStatement#5#4,spring-roo,4
3362,ExpressionStatement#5#4,hive,2
3363,ExpressionStatement#5#4,spring-shell,1
3364,ExpressionStatement#5#4,metadata,1
3365,ExpressionStatement#5#4,spring-data-rest,1
3366,ExpressionStatement#5#5,spring-security-oauth,8
3367,ExpressionStatement#5#5,spring-security,14
3368,ExpressionStatement#5#5,wildfly-core,7
3369,ExpressionStatement#5#5,wildfly,36
3370,ExpressionStatement#5#5,camel,51
3371,ExpressionStatement#5#5,wildfly-swarm,1
3372,ExpressionStatement#5#5,hive,2
3373,ExpressionStatement#5#5,fuse,1
3374,ExpressionStatement#5#5,commons-compress,1
3375,ExpressionStatement#5#6,camel,19
3376,ExpressionStatement#5#6,spring-security,4
3377,ExpressionStatement#5#6,wildfly-core,5
3378,ExpressionStatement#5#6,spring-security-oauth,1
3379,ExpressionStatement#5#6,spring-roo,3
3380,ExpressionStatement#5#6,wildfly,5
3381,ExpressionStatement#5#6,spring-data-mongodb,1
3382,ExpressionStatement#5#6,spring-batch,1
3383,ExpressionStatement#5#7,hive,6
3384,ExpressionStatement#5#7,camel,40
3385,ExpressionStatement#5#7,spring-ws,2
3386,ExpressionStatement#5#7,spring-security,5
3387,ExpressionStatement#5#7,spring-shell,1
3388,ExpressionStatement#5#7,wildfly,2
3389,ExpressionStatement#5#7,spring-batch,3
3390,ExpressionStatement#5#7,spring-roo,13
3391,ExpressionStatement#5#7,wildfly-core,2
3392,ExpressionStatement#5#7,spring-security-oauth,2
3393,ExpressionStatement#5#7,fuse,2
3394,ExpressionStatement#5#7,spring-amqp,2
3395,ExpressionStatement#5#7,commons-configuration,1
3396,ExpressionStatement#5#8,camel,12
3397,ExpressionStatement#5#8,wildfly-elytron,1
3398,ExpressionStatement#5#8,wildfly,1
3399,ExpressionStatement#5#8,spring-batch,1
3400,ExpressionStatement#5#9,camel,22
3401,ExpressionStatement#5#9,wildfly,1
3402,ExpressionStatement#5#9,spring-webflow,1
3403,ExpressionStatement#5#9,spring-amqp,1
3404,ExpressionStatement#5#9,fuse,1
3405,ExpressionStatement#5#9,spring-security,1
3406,ExpressionStatement#5#10,spring-shell,1
3407,ExpressionStatement#5#10,spring-roo,2
3408,ExpressionStatement#5#10,spring-security,16
3409,ExpressionStatement#5#10,camel,3
3410,ExpressionStatement#5#10,spring-data-rest,1
3411,ExpressionStatement#5#10,spring-ws,1
3412,ExpressionStatement#5#10,wildfly-elytron,1
3413,ExpressionStatement#5#11,camel,35
3414,ExpressionStatement#5#12,camel,37
3415,ExpressionStatement#5#12,wildfly,2
3416,ExpressionStatement#5#12,commons-collections,1
3417,ExpressionStatement#5#13,wildfly,7
3418,ExpressionStatement#5#13,camel,1
3419,ExpressionStatement#5#13,wildfly-core,2
3420,ExpressionStatement#5#14,wildfly,4
3421,ExpressionStatement#5#14,wildfly-core,17
3422,ExpressionStatement#5#14,camel,6
3423,ExpressionStatement#5#15,wildfly,6
3424,ExpressionStatement#5#15,wildfly-core,3
3425,ExpressionStatement#5#15,wildfly-swarm,1
3426,ExpressionStatement#5#15,camel,7
3427,ExpressionStatement#5#15,spring-amqp,1
3428,ExpressionStatement#5#15,spring-security,4
3429,ExpressionStatement#5#16,camel,2
3430,ExpressionStatement#5#16,spring-data-redis,2
3431,ExpressionStatement#5#17,camel,9
3432,ExpressionStatement#5#18,camel,3
3433,ExpressionStatement#5#18,wildfly-core,1
3434,ExpressionStatement#5#19,wildfly,4
3435,ExpressionStatement#5#19,camel,1
3436,ExpressionStatement#5#19,wildfly-core,2
3437,ExpressionStatement#5#19,spring-security,1
3438,ExpressionStatement#5#19,hive,1
3439,ExpressionStatement#5#20,spring-data-mongodb,3
3440,ExpressionStatement#5#20,spring-batch,2
3441,ExpressionStatement#5#20,wildfly,1
3442,ExpressionStatement#5#20,spring-security-oauth,3
3443,ExpressionStatement#5#21,commons-io,1
3444,ExpressionStatement#5#21,commons-compress,2
3445,ExpressionStatement#5#21,wildfly-core,2
3446,ExpressionStatement#5#21,spring-security-oauth,1
3447,ExpressionStatement#5#21,camel,7
3448,ExpressionStatement#5#22,wildfly,6
3449,ExpressionStatement#5#22,spring-batch,2
3450,ExpressionStatement#5#22,camel,8
3451,ExpressionStatement#5#22,spring-data-rest,1
3452,ExpressionStatement#5#22,wildfly-core,7
3453,ExpressionStatement#5#22,commons-configuration,1
3454,ExpressionStatement#5#22,commons-io,1
3455,ExpressionStatement#5#23,wildfly,3
3456,ExpressionStatement#5#23,wildfly-core,2
3457,ExpressionStatement#5#23,spring-security,1
3458,ExpressionStatement#5#24,wildfly-core,3
3459,ExpressionStatement#5#25,wildfly-core,4
3460,ExpressionStatement#5#25,camel,8
3461,ExpressionStatement#5#25,wildfly,4
3462,ExpressionStatement#5#25,hive,4
3463,ExpressionStatement#5#25,spring-batch,3
3464,ExpressionStatement#5#25,spring-security-oauth,1
3465,ExpressionStatement#5#26,camel,12
3466,ExpressionStatement#5#26,wildfly,5
3467,ExpressionStatement#5#26,fuse,2
3468,ExpressionStatement#5#26,wildfly-core,1
3469,ExpressionStatement#5#27,wildfly,2
3470,ExpressionStatement#5#27,wildfly-core,1
3471,ExpressionStatement#5#27,camel,8
3472,ExpressionStatement#5#27,spring-security,1
3473,ExpressionStatement#5#28,spring-amqp,1
3474,ExpressionStatement#5#28,camel,3
3475,ExpressionStatement#5#29,wildfly,1
3476,ExpressionStatement#5#29,camel,18
3477,ExpressionStatement#5#29,hive,1
3478,ExpressionStatement#5#30,wildfly,10
3479,ExpressionStatement#5#30,spring-roo,1
3480,ExpressionStatement#5#31,spring-amqp,1
3481,ExpressionStatement#5#31,camel,2
3482,ExpressionStatement#5#32,camel,10
3483,ExpressionStatement#5#33,wildfly,1
3484,ExpressionStatement#5#33,camel,11
3485,ExpressionStatement#5#33,fuse,1
3486,ExpressionStatement#5#34,fuse,1
3487,ExpressionStatement#5#34,wildfly,3
3488,ExpressionStatement#5#34,spring-security,1
3489,ExpressionStatement#5#34,camel,1
3490,ExpressionStatement#5#35,wildfly-core,1
3491,ExpressionStatement#5#35,camel,4
3492,ExpressionStatement#5#35,wildfly,2
3493,ExpressionStatement#5#35,fuse,2
3494,ExpressionStatement#5#36,spring-security-oauth,1
3495,ExpressionStatement#5#36,spring-data-commons,1
3496,ExpressionStatement#5#36,camel,1
3497,ExpressionStatement#5#36,spring-security,1
3498,ExpressionStatement#5#36,wildfly,2
3499,ExpressionStatement#5#37,spring-security,2
3500,ExpressionStatement#5#37,spring-roo,1
3501,ExpressionStatement#5#38,spring-amqp,1
3502,ExpressionStatement#5#38,camel,6
3503,ExpressionStatement#5#38,spring-roo,2
3504,ExpressionStatement#5#38,wildfly,6
3505,ExpressionStatement#5#38,spring-data-redis,1
3506,ExpressionStatement#5#39,spring-amqp,4
3507,ExpressionStatement#5#39,camel,1
3508,ExpressionStatement#5#40,camel,6
3509,ExpressionStatement#5#40,spring-security,1
3510,ExpressionStatement#5#40,spring-hadoop,1
3511,ExpressionStatement#5#41,spring-social-twitter,2
3512,ExpressionStatement#5#41,camel,1
3513,ExpressionStatement#5#42,camel,2
3514,ExpressionStatement#5#42,wildfly-core,2
3515,ExpressionStatement#5#43,wildfly,2
3516,ExpressionStatement#5#43,hive,1
3517,ExpressionStatement#5#43,fuse,1
3518,ExpressionStatement#5#43,wildfly-core,2
3519,ExpressionStatement#5#44,spring-social-twitter,1
3520,ExpressionStatement#5#44,spring-social,1
3521,ExpressionStatement#5#44,spring-social-facebook,1
3522,ExpressionStatement#5#44,spring-social-linkedin,1
3523,ExpressionStatement#5#44,camel,5
3524,ExpressionStatement#5#45,hive,1
3525,ExpressionStatement#5#45,wildfly,3
3526,ExpressionStatement#5#45,wildfly-core,2
3527,ExpressionStatement#5#45,wildfly-swarm,1
3528,ExpressionStatement#5#45,camel,2
3529,ExpressionStatement#5#45,spring-data-neo4j,2
3530,ExpressionStatement#5#46,spring-security,4
3531,ExpressionStatement#5#47,wildfly,2
3532,ExpressionStatement#5#48,spring-ldap,1
3533,ExpressionStatement#5#48,spring-amqp,1
3534,ExpressionStatement#5#49,camel,2
3535,ExpressionStatement#5#49,spring-amqp,1
3536,ExpressionStatement#5#50,wildfly-swarm,1
3537,ExpressionStatement#5#50,wildfly-core,1
3538,ExpressionStatement#5#50,wildfly,3
3539,ExpressionStatement#5#50,spring-data-neo4j,1
3540,ExpressionStatement#5#51,wildfly-core,2
3541,ExpressionStatement#5#53,camel,4
3542,ExpressionStatement#5#53,wildfly-core,1
3543,ExpressionStatement#5#52,camel,1
3544,ExpressionStatement#5#52,spring-security-oauth,1
3545,ExpressionStatement#5#54,camel,8
3546,ExpressionStatement#5#54,wildfly,2
3547,ExpressionStatement#5#55,commons-collections,4
3548,ExpressionStatement#5#55,spring-security,3
3549,ExpressionStatement#5#55,camel,1
3550,ExpressionStatement#5#56,camel,3
3551,ExpressionStatement#5#57,camel,4
3552,ExpressionStatement#5#58,camel,1
3553,ExpressionStatement#5#58,spring-data-mongodb,1
3554,ExpressionStatement#5#58,spring-data-neo4j,1
3555,ExpressionStatement#5#58,spring-data-commons,2
3556,ExpressionStatement#5#59,spring-data-jpa,3
3557,ExpressionStatement#5#60,camel,3
3558,ExpressionStatement#5#60,spring-batch,2
3559,ExpressionStatement#5#61,camel,1
3560,ExpressionStatement#5#61,hive,4
3561,ExpressionStatement#5#62,commons-io,1
3562,ExpressionStatement#5#62,camel,5
3563,ExpressionStatement#5#63,hive,1
3564,ExpressionStatement#5#63,camel,3
3565,ExpressionStatement#5#64,wildfly,4
3566,ExpressionStatement#5#65,spring-security,2
3567,ExpressionStatement#5#66,hive,2
3568,ExpressionStatement#5#66,commons-io,1
3569,ExpressionStatement#5#66,camel,2
3570,ExpressionStatement#5#66,wildfly,1
3571,ExpressionStatement#5#66,wildfly-elytron,1
3572,ExpressionStatement#5#67,wildfly,1
3573,ExpressionStatement#5#67,wildfly-core,2
3574,ExpressionStatement#5#67,camel,2
3575,ExpressionStatement#5#67,spring-amqp,1
3576,ExpressionStatement#5#68,camel,2
3577,ExpressionStatement#5#68,spring-batch,1
3578,ExpressionStatement#5#68,spring-ws,1
3579,ExpressionStatement#5#69,camel,2
3580,ExpressionStatement#5#69,spring-batch,1
3581,ExpressionStatement#5#69,commons-collections,1
3582,ExpressionStatement#5#70,camel,2
3583,ExpressionStatement#5#71,camel,1
3584,ExpressionStatement#5#71,spring-hadoop,1
3585,ExpressionStatement#5#71,wildfly-swarm,1
3586,ExpressionStatement#5#72,spring-security,4
3587,ExpressionStatement#5#73,spring-social-twitter,1
3588,ExpressionStatement#5#73,spring-social,1
3589,ExpressionStatement#5#73,spring-social-facebook,1
3590,ExpressionStatement#5#73,spring-social-linkedin,1
3591,ExpressionStatement#5#74,wildfly-core,1
3592,ExpressionStatement#5#74,hive,1
3593,ExpressionStatement#5#74,fuse,1
3594,ExpressionStatement#5#74,wildfly,1
3595,ExpressionStatement#5#75,hive,1
3596,ExpressionStatement#5#75,wildfly-core,1
3597,ExpressionStatement#5#75,camel,3
3598,ExpressionStatement#5#76,camel,2
3599,ExpressionStatement#5#77,camel,4
3600,ExpressionStatement#5#78,wildfly-core,2
3601,ExpressionStatement#5#78,camel,2
3602,ExpressionStatement#5#78,fuse,1
3603,ExpressionStatement#5#79,spring-security,1
3604,ExpressionStatement#5#79,camel,3
3605,ExpressionStatement#5#79,wildfly-core,1
3606,ExpressionStatement#5#79,wildfly,1
3607,ExpressionStatement#5#80,spring-webflow,2
3608,ExpressionStatement#5#81,camel,2
3609,ExpressionStatement#5#81,spring-batch,2
3610,ExpressionStatement#5#82,camel,2
3611,ExpressionStatement#5#83,camel,2
3612,ExpressionStatement#5#84,camel,3
3613,ExpressionStatement#5#85,camel,1
3614,ExpressionStatement#5#85,spring-data-mongodb,1
3615,ExpressionStatement#5#86,wildfly-swarm,1
3616,ExpressionStatement#5#86,wildfly-core,1
3617,ExpressionStatement#5#86,camel,1
3618,ExpressionStatement#5#86,hive,2
3619,ExpressionStatement#5#87,wildfly-swarm,1
3620,ExpressionStatement#5#87,spring-data-redis,1
3621,ExpressionStatement#5#87,camel,1
3622,ExpressionStatement#5#88,wildfly,1
3623,ExpressionStatement#5#88,commons-io,1
3624,ExpressionStatement#5#88,camel,1
3625,ExpressionStatement#5#88,wildfly-arquillian,1
3626,ExpressionStatement#5#89,wildfly,1
3627,ExpressionStatement#5#89,spring-security-oauth,1
3628,ExpressionStatement#5#89,spring-batch,1
3629,ExpressionStatement#5#89,spring-data-mongodb,1
3630,ExpressionStatement#5#90,spring-social-linkedin,1
3631,ExpressionStatement#5#90,camel,2
3632,ExpressionStatement#5#90,spring-social-facebook,1
3633,ExpressionStatement#5#90,spring-social,1
3634,ExpressionStatement#5#90,spring-social-twitter,1
3635,ExpressionStatement#5#91,camel,3
3636,ExpressionStatement#5#92,wildfly-core,3
3637,ExpressionStatement#5#93,wildfly,2
3638,ExpressionStatement#5#93,camel,1
3639,ExpressionStatement#5#94,camel,2
3640,ExpressionStatement#5#95,wildfly-swarm,2
3641,ExpressionStatement#5#96,camel,1
3642,ExpressionStatement#5#96,hive,1
3643,ExpressionStatement#5#96,commons-codec,1
3644,ExpressionStatement#5#97,camel,2
3645,ExpressionStatement#5#97,wildfly-swarm,1
3646,ExpressionStatement#5#98,spring-roo,1
3647,ExpressionStatement#5#98,wildfly,1
3648,ExpressionStatement#5#99,camel,2
3649,ExpressionStatement#5#100,spring-security,1
3650,ExpressionStatement#5#100,spring-data-rest,1
3651,ExpressionStatement#5#101,camel,1
3652,ExpressionStatement#5#101,spring-roo,1
3653,ExpressionStatement#5#101,spring-data-redis,1
3654,ExpressionStatement#5#102,spring-amqp,1
3655,ExpressionStatement#5#102,wildfly,1
3656,ExpressionStatement#5#102,spring-data-redis,1
3657,ExpressionStatement#5#103,spring-security,1
3658,ExpressionStatement#5#103,fuse,2
3659,ExpressionStatement#5#104,camel,1
3660,ExpressionStatement#5#104,wildfly,1
3661,ExpressionStatement#5#104,wildfly-core,1
3662,ExpressionStatement#5#105,spring-ldap,1
3663,ExpressionStatement#5#105,camel,1
3664,ExpressionStatement#5#106,camel,2
3665,ExpressionStatement#5#107,wildfly,3
3666,ExpressionStatement#5#108,camel,2
3667,ExpressionStatement#5#109,spring-social-twitter,1
3668,ExpressionStatement#5#109,camel,1
3669,ExpressionStatement#5#110,camel,1
3670,ExpressionStatement#5#110,wildfly-core,1
3671,ExpressionStatement#5#111,commons-io,2
3672,ExpressionStatement#5#112,wildfly,3
3673,ExpressionStatement#5#113,camel,2
3674,ExpressionStatement#5#114,camel,3
3675,ExpressionStatement#5#115,camel,2
3676,ExpressionStatement#5#116,camel,2
3677,ExpressionStatement#5#117,wildfly,2
3678,ExpressionStatement#5#117,spring-data-rest,1
3679,ExpressionStatement#5#118,spring-batch,1
3680,ExpressionStatement#5#118,camel,1
3681,ExpressionStatement#5#119,spring-batch,2
3682,ExpressionStatement#5#120,camel,2
3683,ExpressionStatement#5#121,commons-csv,1
3684,ExpressionStatement#5#121,spring-batch,1
3685,ExpressionStatement#5#121,wildfly,1
3686,ExpressionStatement#5#122,camel,3
3687,ExpressionStatement#5#123,fuse,2
3688,ExpressionStatement#5#124,spring-security,1
3689,ExpressionStatement#5#124,fuse,1
3690,ExpressionStatement#5#125,wildfly,2
3691,ExpressionStatement#5#126,spring-data-mongodb,2
3692,ExpressionStatement#5#127,spring-security,1
3693,ExpressionStatement#5#127,camel,1
3694,ExpressionStatement#5#128,camel,2
3695,ExpressionStatement#5#129,camel,2
3696,ExpressionStatement#5#130,camel,2
3697,ExpressionStatement#5#131,spring-hadoop,1
3698,ExpressionStatement#5#131,hive,1
3699,ExpressionStatement#5#132,hive,1
3700,ExpressionStatement#5#132,camel,1
3701,ExpressionStatement#5#133,hive,1
3702,ExpressionStatement#5#133,camel,1
3703,ExpressionStatement#5#134,camel,2
3704,ExpressionStatement#5#135,camel,2
3705,ExpressionStatement#5#136,wildfly,1
3706,ExpressionStatement#5#136,commons-csv,1
3707,ExpressionStatement#5#137,camel,2
3708,ExpressionStatement#5#138,camel,2
3709,ExpressionStatement#5#139,spring-roo,1
3710,ExpressionStatement#5#139,hive,1
3711,ExpressionStatement#5#140,camel,1
3712,ExpressionStatement#5#140,spring-hadoop,1
3713,ExpressionStatement#7#0,wildfly-core,14
3714,ExpressionStatement#7#0,wildfly,5
3715,ExpressionStatement#7#1,spring-roo,2
3716,ExpressionStatement#7#2,wildfly,3
3717,ExpressionStatement#7#2,fuse,2
3718,ExpressionStatement#7#2,camel,5
3719,ExpressionStatement#7#2,spring-batch,3
3720,ExpressionStatement#7#2,wildfly-core,1
3721,ExpressionStatement#7#3,camel,3
3722,ExpressionStatement#7#3,spring-social,1
3723,ExpressionStatement#7#3,spring-social-facebook,2
3724,ExpressionStatement#7#3,commons-configuration,3
3725,ExpressionStatement#7#4,wildfly-core,5
3726,ExpressionStatement#7#4,spring-security,2
3727,ExpressionStatement#7#4,camel,2
3728,ExpressionStatement#7#4,wildfly,8
3729,ExpressionStatement#7#4,spring-data-rest,1
3730,ExpressionStatement#7#4,spring-security-oauth,1
3731,ExpressionStatement#7#4,spring-data-mongodb,1
3732,ExpressionStatement#7#4,spring-roo,1
3733,ExpressionStatement#7#5,commons-collections,2
3734,ExpressionStatement#7#5,hive,1
3735,ExpressionStatement#7#5,spring-batch,1
3736,ExpressionStatement#7#5,spring-hadoop,1
3737,ExpressionStatement#7#6,wildfly-core,18
3738,ExpressionStatement#7#7,wildfly-swarm,1
3739,ExpressionStatement#7#7,commons-collections,6
3740,ExpressionStatement#7#7,wildfly,12
3741,ExpressionStatement#7#7,camel,6
